# 过滤后保留的可回测指数（共 727 个：行业 212 + 主题 515）
# 过滤规则: 6条(见 spec §2.2)，规则3含 name 币种过滤
# 格式: ts_code | name | category | list_date

    H01054.CSI  |  装备产业  |  主题指数  |  20090722
    H11054.CSI  |  装备产业  |  主题指数  |  20090722
    931020.CSI  |  装配建筑  |  主题指数  |  20171017
    H30005.CSI  |  西部开发  |  主题指数  |  20120927
    932067.CSI  |  计算机行业精选  |  主题指数  |  20231110
    931169.CSI  |  证券30  |  主题指数  |  20190530
    931412.CSI  |  证券公司30  |  主题指数  |  20200220
    931253.CSI  |  证券时报ESG百强  |  主题指数  |  20230921
    931243.CSI  |  诚通央企ESG  |  主题指数  |  20230504
    930769.CSI  |  财富100  |  主题指数  |  20151207
    930770.CSI  |  财富188  |  主题指数  |  20151207
    931065.CSI  |  财通浙30  |  主题指数  |  20181204
    H30169.CSI  |  资本品  |  主题指数  |  20130715
    000801.CSI  |  资源80  |  主题指数  |  20111108
    H30532.CSI  |  资源优选  |  主题指数  |  20141218
    H30202.CSI  |  软件指数  |  主题指数  |  20130715
    H01058.CSI  |  轻工产业  |  主题指数  |  20090722
    H11058.CSI  |  轻工产业  |  主题指数  |  20090722
    931144.CSI  |  通信技术  |  主题指数  |  20190530
    931160.CSI  |  通信设备  |  主题指数  |  20130715
    931271.CSI  |  通信设备主题  |  主题指数  |  20121221
    932065.CSI  |  通信设备及电信运营服务行业精选  |  主题指数  |  20231110
    931855.CSI  |  通用航空  |  主题指数  |  20250402
    931682.CSI  |  酒主题  |  主题指数  |  20090616
    930852.CSI  |  量子通信  |  主题指数  |  20160720
    932074.CSI  |  金司南气候友好  |  主题指数  |  20230109
    930986.CSI  |  金融科技  |  主题指数  |  20170622
    H01051.CSI  |  钢铁产业  |  主题指数  |  20090722
    H11051.CSI  |  钢铁产业  |  主题指数  |  20090722
    000975.CSI  |  钱江30  |  主题指数  |  20140102
    931944.CSI  |  银保主题  |  主题指数  |  20091028
    931893.CSI  |  银发经济  |  主题指数  |  20221031
    930779.CSI  |  银商领先  |  主题指数  |  20160120
    000959.CSI  |  银河99  |  主题指数  |  20100209
    930739.CSI  |  银策100  |  主题指数  |  20150824
    930730.CSI  |  银策消费  |  主题指数  |  20150824
    H30002.CSI  |  长三角  |  主题指数  |  20120927
    931171.CSI  |  长三角指  |  主题指数  |  20190610
    932423.CSI  |  长三角数字经济  |  主题指数  |  20250127
    931234.CSI  |  长三角示范区50  |  主题指数  |  20230413
    932460.CSI  |  长三角科技领先  |  主题指数  |  20250421
    932223.CSI  |  长三角绿色50  |  主题指数  |  20231025
    932068.CSI  |  长寿经济  |  主题指数  |  20230403
    931554.CSI  |  长江保护  |  主题指数  |  20200819
    930759.CSI  |  雪球100  |  主题指数  |  20150915
    930760.CSI  |  雪球智选  |  主题指数  |  20150916
    930762.CSI  |  雪球精选  |  主题指数  |  20150915
    930613.CSI  |  非周民企  |  主题指数  |  20150407
    H11102.CSI  |  非港内地  |  主题指数  |  20081110
    931672.CSI  |  风电产业  |  主题指数  |  20210429
    931728.CSI  |  食品主题  |  主题指数  |  20210812
    H30176.CSI  |  食药零售  |  主题指数  |  20130715
    932044.CSI  |  高端装备科技  |  主题指数  |  20240320
    932025.CSI  |  高端造50  |  主题指数  |  20201211
    932024.CSI  |  高端造50策略  |  主题指数  |  20201221
    931521.CSI  |  高装细分50  |  主题指数  |  20200708
    932265.CSI  |  黄金股票  |  主题指数  |  20240112
    930619.CSI  |  黄金采掘  |  主题指数  |  20150416
    931803.CSI  |  龙头核心竞争力50  |  主题指数  |  20120927
    H30062.CSI  |  AMAC专用  |  行业指数  |  20130121
    H11043.CSI  |  AMAC交运  |  行业指数  |  20090615
    H30067.CSI  |  AMAC仪表  |  行业指数  |  20130121
    H11044.CSI  |  AMAC信息  |  行业指数  |  20090615
    H30039.CSI  |  AMAC公共  |  行业指数  |  20130121
    H11041.CSI  |  AMAC公用  |  行业指数  |  20090615
    H30041.CSI  |  AMAC农副  |  行业指数  |  20130121
    H11030.CSI  |  AMAC农林  |  行业指数  |  20090615
    H30053.CSI  |  AMAC化学  |  行业指数  |  20130121
    H30055.CSI  |  AMAC化纤  |  行业指数  |  20130121
    H30054.CSI  |  AMAC医药  |  行业指数  |  20130121
    H30050.CSI  |  AMAC印刷  |  行业指数  |  20130121
    H30037.CSI  |  AMAC商务  |  行业指数  |  20130121
    H11047.CSI  |  AMAC地产  |  行业指数  |  20090615
    H30048.CSI  |  AMAC家具  |  行业指数  |  20130121
    H11042.CSI  |  AMAC建筑  |  行业指数  |  20090615
    H11045.CSI  |  AMAC批零  |  行业指数  |  20090615
    H11049.CSI  |  AMAC文体  |  行业指数  |  20090615
    H30051.CSI  |  AMAC文教  |  行业指数  |  20130121
    H30059.CSI  |  AMAC有色  |  行业指数  |  20130121
    H30045.CSI  |  AMAC服装  |  行业指数  |  20130121
    H30047.CSI  |  AMAC木材  |  行业指数  |  20130121
    H30056.CSI  |  AMAC橡胶  |  行业指数  |  20130121
    H30063.CSI  |  AMAC汽车  |  行业指数  |  20130121
    H30066.CSI  |  AMAC电子  |  行业指数  |  20130121
    H30065.CSI  |  AMAC电气  |  行业指数  |  20130121
    H30046.CSI  |  AMAC皮革  |  行业指数  |  20130121
    H30052.CSI  |  AMAC石化  |  行业指数  |  20130121
    H30057.CSI  |  AMAC矿物  |  行业指数  |  20130121
    H30040.CSI  |  AMAC社会  |  行业指数  |  20130121
    H30038.CSI  |  AMAC科技  |  行业指数  |  20130121
    H30044.CSI  |  AMAC纺织  |  行业指数  |  20130121
    H11050.CSI  |  AMAC综企  |  行业指数  |  20090615
    H30064.CSI  |  AMAC运输  |  行业指数  |  20130121
    H30061.CSI  |  AMAC通用  |  行业指数  |  20130121
    H30049.CSI  |  AMAC造纸  |  行业指数  |  20130121
    H11031.CSI  |  AMAC采矿  |  行业指数  |  20090615
    H30060.CSI  |  AMAC金属  |  行业指数  |  20130121
    H11046.CSI  |  AMAC金融  |  行业指数  |  20090615
    H30058.CSI  |  AMAC钢铁  |  行业指数  |  20130121
    H30042.CSI  |  AMAC食品  |  行业指数  |  20130121
    H30036.CSI  |  AMAC餐饮  |  行业指数  |  20130121
    H30043.CSI  |  AMAC饮料  |  行业指数  |  20130121
    931832.CSI  |  CN80地产  |  行业指数  |  20220721
    H30382.CSI  |  CN信息综合  |  行业指数  |  20140731
    H30384.CSI  |  CN公用综合  |  行业指数  |  20140731
    H30380.CSI  |  CN医药综合  |  行业指数  |  20140731
    H30378.CSI  |  CN可选综合  |  行业指数  |  20140731
    H30377.CSI  |  CN工业综合  |  行业指数  |  20140731
    H30376.CSI  |  CN材料综合  |  行业指数  |  20140731
    H30379.CSI  |  CN消费综合  |  行业指数  |  20140731
    H30375.CSI  |  CN能源综合  |  行业指数  |  20140731
    H30383.CSI  |  CN通信综合  |  行业指数  |  20140731
    H30381.CSI  |  CN金融综合  |  行业指数  |  20140731
    930622.CSI  |  CSSW白酒  |  行业指数  |  20150423
    931835.CSI  |  H100地产  |  行业指数  |  20220721
    931981.CSI  |  H300休闲服务  |  行业指数  |  20220721
    931980.CSI  |  H300传媒  |  行业指数  |  20220721
    931978.CSI  |  H300制药  |  行业指数  |  20220721
    931983.CSI  |  H300化学药  |  行业指数  |  20220721
    931977.CSI  |  H300医疗  |  行业指数  |  20220721
    932280.CSI  |  H300医疗商业  |  行业指数  |  20240308
    931982.CSI  |  H300医疗器械  |  行业指数  |  20220721
    932276.CSI  |  H300医药  |  行业指数  |  20240308
    931984.CSI  |  H300商业银行  |  行业指数  |  20220721
    H30105.CSI  |  H300地产  |  行业指数  |  20130521
    931985.CSI  |  H300地产开发  |  行业指数  |  20220721
    931986.CSI  |  H300地产管理  |  行业指数  |  20220721
    931975.CSI  |  H300服务  |  行业指数  |  20220721
    932277.CSI  |  H300汽车汽配  |  行业指数  |  20240308
    932281.CSI  |  H300生物药品  |  行业指数  |  20240308
    932279.CSI  |  H300电子  |  行业指数  |  20240308
    932278.CSI  |  H300计算机  |  行业指数  |  20240308
    931979.CSI  |  H300资本市场  |  行业指数  |  20220721
    931976.CSI  |  H300食品饮料  |  行业指数  |  20220721
    H11040.CSI  |  SAC医药  |  行业指数  |  20090615
    H11048.CSI  |  SAC服务  |  行业指数  |  20090615
    H11034.CSI  |  SAC木材  |  行业指数  |  20090615
    H11039.CSI  |  SAC机械  |  行业指数  |  20090615
    H11037.CSI  |  SAC电子  |  行业指数  |  20090615
    H11036.CSI  |  SAC石化  |  行业指数  |  20090615
    H11033.CSI  |  SAC纺织  |  行业指数  |  20090615
    H11035.CSI  |  SAC造纸  |  行业指数  |  20090615
    H11038.CSI  |  SAC金属  |  行业指数  |  20090615
    H11032.CSI  |  SAC食品  |  行业指数  |  20090615
    H30197.CSI  |  一般零售  |  行业指数  |  20130715
    H30208.CSI  |  专营零售  |  行业指数  |  20130715
    931547.CSI  |  中国1000信息  |  行业指数  |  20160510
    931549.CSI  |  中国1000公用  |  行业指数  |  20160510
    931545.CSI  |  中国1000医药  |  行业指数  |  20160510
    931543.CSI  |  中国1000可选  |  行业指数  |  20160510
    931542.CSI  |  中国1000工业  |  行业指数  |  20160510
    931541.CSI  |  中国1000材料  |  行业指数  |  20160510
    931544.CSI  |  中国1000消费  |  行业指数  |  20160510
    931540.CSI  |  中国1000能源  |  行业指数  |  20160510
    931548.CSI  |  中国1000通信  |  行业指数  |  20160510
    931546.CSI  |  中国1000金融  |  行业指数  |  20160510
    H11158.CSI  |  中国主要消费  |  行业指数  |  20120208
    H11156.CSI  |  中国可选消费  |  行业指数  |  20120208
    H30200.CSI  |  交通设施  |  行业指数  |  20130715
    932122.CSI  |  交通运输行业  |  行业指数  |  20230721
    H30204.CSI  |  休闲服务  |  行业指数  |  20130715
    H30215.CSI  |  休闲用品  |  行业指数  |  20130715
    932142.CSI  |  传媒行业  |  行业指数  |  20230830
    H30186.CSI  |  保险指数  |  行业指数  |  20130715
    932136.CSI  |  保险行业  |  行业指数  |  20230830
    H00915.CSI  |  信息收益  |  行业指数  |  20070702
    H30203.CSI  |  信息服务  |  行业指数  |  20130715
    932090.CSI  |  储能设备  |  行业指数  |  20230323
    931528.CSI  |  光伏设备行业  |  行业指数  |  20210824
    H00917.CSI  |  公用收益  |  行业指数  |  20070702
    931941.CSI  |  其他金融  |  行业指数  |  20220721
    932134.CSI  |  其他金融行业  |  行业指数  |  20230830
    931537.CSI  |  内地企业信息  |  行业指数  |  20141017
    931539.CSI  |  内地企业公用  |  行业指数  |  20141017
    931535.CSI  |  内地企业医药  |  行业指数  |  20141017
    931533.CSI  |  内地企业可选  |  行业指数  |  20141017
    931532.CSI  |  内地企业工业  |  行业指数  |  20141017
    931531.CSI  |  内地企业材料  |  行业指数  |  20141017
    931534.CSI  |  内地企业消费  |  行业指数  |  20141017
    931530.CSI  |  内地企业能源  |  行业指数  |  20141017
    931538.CSI  |  内地企业通信  |  行业指数  |  20141017
    931536.CSI  |  内地企业金融  |  行业指数  |  20141017
    930910.CSI  |  农牧渔  |  行业指数  |  20161212
    H30179.CSI  |  制药生物  |  行业指数  |  20130715
    930911.CSI  |  化学原料  |  行业指数  |  20161212
    932111.CSI  |  化工行业  |  行业指数  |  20230714
    H30217.CSI  |  医疗器械  |  行业指数  |  20130715
    932131.CSI  |  医疗行业  |  行业指数  |  20230728
    H00913.CSI  |  医药收益  |  行业指数  |  20070702
    000808.CSI  |  医药生物  |  行业指数  |  20120217
    932132.CSI  |  医药行业  |  行业指数  |  20230728
    932139.CSI  |  半导体行业  |  行业指数  |  20230815
    H00911.CSI  |  可选收益  |  行业指数  |  20070702
    H30170.CSI  |  商业指数  |  行业指数  |  20130715
    932121.CSI  |  商业服务行业  |  行业指数  |  20230721
    H30221.CSI  |  复合公用  |  行业指数  |  20130715
    H30174.CSI  |  媒体指数  |  行业指数  |  20130715
    CU0013.CSI  |  安硕300主要消费  |  行业指数  |  20131010
    CU0009.CSI  |  安硕300原材料  |  行业指数  |  20131010
    CU0012.CSI  |  安硕300可选消费  |  行业指数  |  20131010
    CU0008.CSI  |  安硕300能源  |  行业指数  |  20131010
    931939.CSI  |  家庭用品  |  行业指数  |  20220721
    932130.CSI  |  家庭用品行业  |  行业指数  |  20230728
    930697.CSI  |  家用电器  |  行业指数  |  20150707
    H30219.CSI  |  容器包装  |  行业指数  |  20130715
    H00910.CSI  |  工业收益  |  行业指数  |  20070702
    H30209.CSI  |  建筑产品  |  行业指数  |  20130715
    H30195.CSI  |  建筑工程  |  行业指数  |  20130715
    931931.CSI  |  建筑装饰  |  行业指数  |  20220721
    932117.CSI  |  建筑装饰行业  |  行业指数  |  20230721
    931775.CSI  |  房地产  |  行业指数  |  20130715
    932092.CSI  |  数据中心  |  行业指数  |  20230329
    H30220.CSI  |  文化娱乐  |  行业指数  |  20130715
    932112.CSI  |  有色金属行业  |  行业指数  |  20230714
    931938.CSI  |  服装珠宝  |  行业指数  |  20220721
    932125.CSI  |  服装珠宝行业  |  行业指数  |  20230728
    H30166.CSI  |  机械制造  |  行业指数  |  20130715
    932119.CSI  |  机械制造行业  |  行业指数  |  20230721
    H00909.CSI  |  材料收益  |  行业指数  |  20070702
    H30218.CSI  |  水务指数  |  行业指数  |  20130715
    H30164.CSI  |  汽车汽配  |  行业指数  |  20130715
    932123.CSI  |  汽车汽配行业  |  行业指数  |  20230721
    H30198.CSI  |  油气产业  |  行业指数  |  20130715
    H30214.CSI  |  油气开采服务  |  行业指数  |  20130715
    H00912.CSI  |  消费收益  |  行业指数  |  20070702
    H30173.CSI  |  消费者  |  行业指数  |  20130715
    932126.CSI  |  消费者服务行业  |  行业指数  |  20230728
    000820.CSI  |  煤炭指数  |  行业指数  |  20120509
    932120.CSI  |  环保行业  |  行业指数  |  20230721
    932144.CSI  |  电信服务  |  行业指数  |  20231018
    932140.CSI  |  电信服务行业  |  行业指数  |  20230714
    H30199.CSI  |  电力指数  |  行业指数  |  20130715
    931932.CSI  |  电力设备  |  行业指数  |  20220721
    932118.CSI  |  电力设备行业  |  行业指数  |  20230721
    H30183.CSI  |  电子  |  行业指数  |  20130715
    932138.CSI  |  电子行业  |  行业指数  |  20230830
    H30207.CSI  |  电脑设备  |  行业指数  |  20130715
    H30206.CSI  |  纸类林业  |  行业指数  |  20130715
    H30193.CSI  |  纺织服装  |  行业指数  |  20130715
    H30181.CSI  |  综合金融  |  行业指数  |  20130715
    931897.CSI  |  绿色电力  |  行业指数  |  20121221
    H30196.CSI  |  耐用消费品  |  行业指数  |  20130715
    932124.CSI  |  耐用消费品行业  |  行业指数  |  20230728
    932143.CSI  |  航空航天  |  行业指数  |  20231018
    932116.CSI  |  航空航天与国防行业  |  行业指数  |  20230714
    H30223.CSI  |  航空运输  |  行业指数  |  20130715
    H30216.CSI  |  航运指数  |  行业指数  |  20130715
    H30182.CSI  |  计算机  |  行业指数  |  20130715
    931479.CSI  |  证券保险  |  行业指数  |  20200506
    H30201.CSI  |  贸易商  |  行业指数  |  20130715
    H30211.CSI  |  资本市场  |  行业指数  |  20130715
    932135.CSI  |  资本市场行业  |  行业指数  |  20230830
    932094.CSI  |  软件开发  |  行业指数  |  20230329
    H30222.CSI  |  运输业  |  行业指数  |  20130715
    H30171.CSI  |  运输指数  |  行业指数  |  20130715
    932145.CSI  |  通信设服  |  行业指数  |  20231018
    932141.CSI  |  通信设服行业  |  行业指数  |  20230714
    932093.CSI  |  通用机械  |  行业指数  |  20230329
    931937.CSI  |  造纸与包装  |  行业指数  |  20220721
    932115.CSI  |  造纸与包装行业  |  行业指数  |  20230721
    932113.CSI  |  钢铁行业  |  行业指数  |  20230721
    932133.CSI  |  银行行业  |  行业指数  |  20230728
    932087.CSI  |  集成电路  |  行业指数  |  20230329
    H30175.CSI  |  零售指数  |  行业指数  |  20130715
    932127.CSI  |  零售行业  |  行业指数  |  20230728
    931934.CSI  |  非金属材料  |  行业指数  |  20220721
    932114.CSI  |  非金属材料行业  |  行业指数  |  20230721
    H30192.CSI  |  食品  |  行业指数  |  20130715
    000807.CSI  |  食品饮料  |  行业指数  |  20120217
    932128.CSI  |  食品饮料烟草行业  |  行业指数  |  20230728
    H30205.CSI  |  饮料指数  |  行业指数  |  20130715
